"Age","Gender","Education.Level","Marital.Status","Income","Credit.Score","Loan.Amount","Loan.Purpose","Employment.Status","Years.at.Current.Job","Payment.History","Debt.to.Income.Ratio","Assets.Value","Number.of.Dependents","City","State","Country","Previous.Defaults","Marital.Status.Change","Risk.Rating"
64,"Non-binary","PhD","Divorced",117835,640,45787,"Business","Self-employed",19,"Excellent",0.412143930253856,159362,0,"Odomfort","HI","Cape Verde",2,0,"Medium"
61,"Non-binary","PhD","Divorced",69773,604,29783,"Personal","Employed",13,"Excellent",0.410342991020263,159362,3,"Humphreymouth","CO","Cocos (Keeling) Islands",1,2,"High"
67,"Female","Bachelor's","Divorced",69773,750,46529,"Auto","Self-employed",19,"Fair",0.448739802268898,290306,0,"Hodgesville","NV","Micronesia",0,1,"Low"
32,"Non-binary","Master's","Married",91656,661,27544,"Personal","Self-employed",1,"Excellent",0.515295615440495,159362,4,"Amyview","CO","United Arab Emirates",2,2,"High"
43,"Non-binary","Master's","Single",87687,791,16663,"Auto","Unemployed",9,"Fair",0.315225661990285,291278,2,"Jordanville","CT","Solomon Islands",1,0,"Medium"
46,"Female","PhD","Divorced",81289,722,27544,"Auto","Employed",13,"Fair",0.248479439393479,103462,3,"East Brenda","TN","Burkina Faso",3,2,"Low"
56,"Female","Bachelor's","Widowed",27807,681,27544,"Personal","Employed",12,"Fair",0.497042103480527,178108,0,"Johnbury","WI","Kiribati",2,0,"Medium"
35,"Male","Bachelor's","Widowed",69773,711,15286,"Personal","Employed",1,"Excellent",0.383451591065335,156329,2,"North Taylorville","NV","Niger",2,0,"Low"
37,"Female","PhD","Single",20987,640,8042,"Home","Employed",12,"Fair",0.442812683844844,55772,3,"Bradleyshire","NE","Falkland Islands (Malvinas)",1,1,"Low"
24,"Non-binary","Master's","Widowed",61876,791,7070,"Personal","Unemployed",0,"Excellent",0.114673538182023,131369,2,"East Stephentown","SD","Slovakia (Slovak Republic)",2,0,"Low"
31,"Female","Master's","Widowed",108454,716,33552,"Personal","Unemployed",8,"Poor",0.588002314266189,24976,2,"South Danielleview","VT","Chile",2,0,"High"
25,"Male","Master's","Widowed",69773,753,27544,"Personal","Self-employed",7,"Excellent",0.10468910494694,101481,2,"Lake Brendan","AS","Brunei Darussalam",3,1,"Low"
18,"Female","PhD","Single",87346,699,26863,"Home","Employed",11,"Poor",0.556599054122933,164061,3,"South Jeremyfurt","AK","Cote d'Ivoire",3,1,"Low"
26,"Male","High School","Widowed",28583,611,29949,"Personal","Employed",19,"Excellent",0.200143793124007,139629,3,"West Ashleyberg","KS","Libyan Arab Jamahiriya",2,0,"Medium"
43,"Female","PhD","Divorced",69773,705,12071,"Business","Employed",8,"Good",0.119108756065634,85658,2,"Andrewshire","DE","Djibouti",2,0,"Low"
53,"Female","High School","Married",31340,790,6687,"Business","Self-employed",4,"Excellent",0.195110048339426,159362,2,"Charlesstad","OH","Samoa",2,2,"Low"
41,"Male","Bachelor's","Widowed",50737,624,27544,"Auto","Self-employed",4,"Good",0.538422930669846,261675,2,"Christensenfurt","GA","Yemen",2,1,"Medium"
61,"Non-binary","Master's","Widowed",88056,684,9746,"Personal","Employed",15,"Good",0.361356667931265,48339,2,"Meganfurt","NE","Comoros",2,0,"Low"
25,"Male","PhD","Single",115287,699,9520,"Auto","Unemployed",3,"Excellent",0.392512339772273,69459,3,"Darrenstad","NH","Iran",1,2,"Low"
21,"Male","Bachelor's","Divorced",39330,769,27489,"Home","Self-employed",14,"Excellent",0.454610824527731,284455,3,"Martinezmouth","PA","Costa Rica",0,2,"Low"
52,"Non-binary","PhD","Divorced",111594,715,9174,"Home","Unemployed",4,"Good",0.100815125967194,137074,2,"Victoriamouth","MN","Western Sahara",2,1,"Low"
27,"Female","High School","Divorced",102789,742,10729,"Business","Employed",17,"Good",0.271307607421736,269293,0,"Lauratown","AL","Vanuatu",1,0,"Medium"
34,"Non-binary","Bachelor's","Widowed",69773,793,21504,"Auto","Employed",12,"Good",0.435937741278905,179496,2,"Karenton","KS","Mali",2,1,"Low"
18,"Non-binary","High School","Divorced",27313,786,24399,"Auto","Self-employed",10,"Excellent",0.151046810034788,284643,4,"Traceyshire","FL","North Macedonia",2,2,"Low"
46,"Male","PhD","Widowed",87228,602,27544,"Personal","Self-employed",7,"Poor",0.555169432964903,182601,4,"Port Scottville","VT","Puerto Rico",4,1,"Low"
63,"Female","Bachelor's","Divorced",101844,688,9667,"Home","Employed",1,"Excellent",0.251662122237726,61882,2,"West Robin","IL","Somalia",4,2,"Low"
32,"Male","Master's","Widowed",102949,637,38759,"Auto","Self-employed",18,"Poor",0.351584416722457,159362,0,"Stanleyborough","PW","Pakistan",2,0,"Low"
47,"Non-binary","High School","Married",28673,699,19540,"Auto","Unemployed",19,"Fair",0.408040671661428,255563,0,"North Bonnie","MI","Mali",1,2,"Medium"
22,"Female","Bachelor's","Widowed",35973,663,19492,"Auto","Unemployed",2,"Good",0.432494287664939,82006,3,"Hartmanmouth","VI","Suriname",0,0,"Medium"
41,"Male","Bachelor's","Single",62011,747,15722,"Business","Employed",3,"Poor",0.17655391501054,259195,2,"Garrettton","MD","Romania",3,0,"Medium"
65,"Female","High School","Divorced",69773,618,27165,"Home","Self-employed",4,"Poor",0.242235446943526,219776,2,"Jonesfurt","SD","Antarctica (the territory South of 60 deg S)",2,1,"Low"
36,"Non-binary","Master's","Single",42942,699,5346,"Home","Self-employed",7,"Good",0.138367829875659,146854,4,"Hannahtown","PW","Netherlands",0,2,"Low"
43,"Non-binary","High School","Divorced",111205,736,27544,"Business","Self-employed",4,"Poor",0.273947006778759,159362,3,"Ramirezshire","WV","Mauritania",2,1,"Low"
54,"Male","Bachelor's","Married",114486,704,32353,"Auto","Self-employed",7,"Poor",0.400318279289105,222630,1,"Jarviston","KY","Saint Pierre and Miquelon",1,1,"Low"
34,"Female","Bachelor's","Single",42064,760,39482,"Personal","Employed",0,"Excellent",0.201900219496041,243318,0,"Krystalberg","PA","Lesotho",3,2,"Low"
60,"Female","PhD","Married",80883,699,46731,"Auto","Employed",12,"Excellent",0.56123342840554,200074,3,"East Sherrifurt","GU","British Indian Ocean Territory (Chagos Archipelago)",2,2,"Medium"
43,"Female","PhD","Widowed",31231,712,48935,"Personal","Employed",8,"Good",0.107506520351333,277314,2,"South Kent","CT","Pakistan",3,0,"Medium"
47,"Male","Bachelor's","Married",85651,799,17157,"Auto","Unemployed",2,"Fair",0.541920865593866,200136,3,"Matthewshire","RI","Grenada",3,0,"Medium"
48,"Male","PhD","Single",91982,602,33381,"Home","Unemployed",7,"Poor",0.523766671129741,159362,2,"Englishfurt","OR","Mali",3,1,"Low"
45,"Male","Bachelor's","Divorced",85839,686,29177,"Business","Self-employed",11,"Excellent",0.260055213078049,114053,0,"Port Vickie","LA","New Caledonia",4,0,"Low"
20,"Non-binary","Bachelor's","Single",109590,625,41449,"Personal","Self-employed",16,"Fair",0.519828253285117,114922,1,"Annettemouth","PR","Cape Verde",4,2,"Low"
43,"Non-binary","Bachelor's","Widowed",68960,675,25542,"Personal","Employed",10,"Good",0.436279995647233,60758,2,"East Nancy","AZ","Vanuatu",2,2,"Medium"
47,"Non-binary","High School","Single",58217,658,15328,"Business","Unemployed",11,"Poor",0.52540725821786,169695,0,"East Nicholas","NH","Angola",0,0,"Medium"
47,"Male","Master's","Widowed",105237,699,14212,"Personal","Unemployed",2,"Fair",0.302355198248151,265480,4,"Lake Susan","GA","Senegal",1,1,"Low"
52,"Non-binary","Master's","Widowed",80656,710,46162,"Personal","Self-employed",0,"Excellent",0.578239275358652,159362,1,"Peterstad","CA","Lebanon",0,2,"Medium"
49,"Non-binary","Bachelor's","Married",105916,750,6324,"Personal","Unemployed",17,"Poor",0.269984458793253,89195,2,"New Phillip","SD","Peru",1,1,"High"
35,"Non-binary","PhD","Widowed",111627,630,39992,"Home","Employed",14,"Poor",0.394882648220498,200110,1,"Johnsonborough","NC","Costa Rica",2,0,"Medium"
33,"Male","Master's","Married",50374,699,27544,"Business","Self-employed",18,"Good",0.431651113023984,176978,2,"Lake Jessicaborough","GA","Guyana",1,2,"Medium"
50,"Female","Bachelor's","Single",29879,699,34733,"Business","Employed",13,"Excellent",0.355564144879462,133149,0,"Port Ericaside","NE","Martinique",1,0,"Low"
42,"Male","Master's","Married",69773,699,10737,"Personal","Unemployed",1,"Excellent",0.416293949578742,202129,3,"Port Arielfurt","HI","Hungary",1,0,"Medium"
62,"Non-binary","Master's","Single",74850,650,17324,"Personal","Self-employed",14,"Excellent",0.191276674608545,151244,0,"New Catherineton","OR","Marshall Islands",0,2,"Low"
56,"Male","PhD","Widowed",62530,754,27544,"Home","Employed",0,"Excellent",0.259699331197358,248213,3,"Palmerville","IA","Vietnam",3,0,"Medium"
40,"Male","Bachelor's","Single",90179,693,32825,"Personal","Self-employed",5,"Good",0.584147344606333,129600,3,"Brownville","IL","Wallis and Futuna",4,1,"Low"
53,"Non-binary","High School","Widowed",117507,685,45544,"Auto","Self-employed",11,"Good",0.375782651721677,228273,0,"Smithtown","ME","Moldova",2,1,"Low"
31,"Male","High School","Married",34002,738,23618,"Home","Unemployed",6,"Fair",0.173055680290732,269695,3,"Davismouth","AL","Peru",2,1,"Low"
33,"Non-binary","Master's","Married",74333,693,47328,"Personal","Unemployed",5,"Poor",0.522094082684932,111726,2,"Port Mandyland","CA","Italy",1,0,"Low"
58,"Male","High School","Divorced",109067,790,35949,"Home","Self-employed",14,"Poor",0.398211352490439,206088,2,"Marieside","NV","Zambia",1,0,"Medium"
47,"Female","Master's","Married",54022,775,9445,"Business","Employed",12,"Fair",0.244654441571012,177570,1,"Reedberg","MT","Thailand",2,1,"Low"
24,"Non-binary","PhD","Divorced",67278,742,13704,"Auto","Self-employed",2,"Excellent",0.499235054718941,171149,2,"Lake Christina","VT","French Southern Territories",2,2,"Medium"
48,"Male","Master's","Divorced",37540,673,34317,"Home","Employed",7,"Poor",0.505902725584026,32715,4,"New Sara","NE","Morocco",4,1,"Medium"
24,"Female","PhD","Single",69773,698,48874,"Personal","Self-employed",11,"Poor",0.246152951100589,45045,0,"Lake Andrea","IL","Saint Pierre and Miquelon",2,2,"Medium"
33,"Non-binary","High School","Divorced",71171,642,27544,"Personal","Employed",17,"Excellent",0.443835200268679,152710,3,"North Kennethborough","MS","Burkina Faso",1,1,"High"
55,"Non-binary","High School","Divorced",98283,650,42997,"Auto","Unemployed",17,"Fair",0.486638678851189,178174,4,"East John","ID","Argentina",0,0,"Low"
65,"Male","High School","Single",27826,736,43125,"Auto","Employed",18,"Good",0.253161467581094,118770,0,"West David","FL","Iraq",3,1,"Medium"
37,"Male","High School","Single",96730,699,28500,"Personal","Self-employed",19,"Excellent",0.14238551362755,281303,2,"North Markberg","CO","El Salvador",4,0,"Medium"
38,"Female","PhD","Divorced",84934,720,27544,"Auto","Employed",6,"Good",0.477975951472336,116141,2,"Myerstown","PR","Canada",3,1,"Low"
54,"Non-binary","Master's","Single",62296,744,23778,"Business","Self-employed",1,"Excellent",0.203052806671146,173854,0,"Port Sandra","DE","Bulgaria",1,0,"High"
37,"Female","PhD","Married",111551,632,10074,"Business","Employed",6,"Excellent",0.587377920239613,66221,2,"Tanyafort","OK","Saint Helena",2,0,"Medium"
52,"Male","Bachelor's","Widowed",47260,608,23857,"Home","Employed",6,"Poor",0.346898528068047,159362,1,"Shannonside","OK","Macao",4,1,"Low"
33,"Male","Bachelor's","Divorced",65538,646,27544,"Personal","Employed",12,"Excellent",0.588080576040463,35469,3,"Lake Emilyborough","CO","Seychelles",3,0,"Low"
50,"Female","High School","Single",100352,621,27544,"Personal","Employed",18,"Good",0.444252450440115,171041,1,"North Norma","PW","Latvia",3,1,"Medium"
30,"Female","Bachelor's","Widowed",113925,611,48919,"Business","Unemployed",19,"Poor",0.470940166347871,28459,2,"Holmesmouth","RI","Malta",3,1,"Low"
25,"Male","Bachelor's","Divorced",81971,646,48870,"Personal","Employed",18,"Excellent",0.377456978940413,159362,4,"Lake Tina","WY","Sweden",2,0,"High"
42,"Female","Bachelor's","Widowed",47774,699,27544,"Auto","Unemployed",0,"Excellent",0.509441806430566,275648,2,"South Vanessaville","KY","Montserrat",1,2,"High"
30,"Non-binary","Master's","Widowed",114499,779,40584,"Auto","Self-employed",6,"Fair",0.284052613918844,76919,3,"New Susan","AR","Mauritius",2,1,"Low"
19,"Female","Bachelor's","Single",83471,793,8810,"Personal","Self-employed",14,"Excellent",0.511546795641319,145761,4,"Baileystad","ND","Mauritania",1,0,"Low"
46,"Non-binary","Master's","Widowed",56080,702,27544,"Auto","Employed",13,"Fair",0.227039442670858,57488,0,"Newmanland","WY","Norfolk Island",3,1,"Low"
44,"Non-binary","High School","Widowed",21320,733,34540,"Home","Unemployed",4,"Fair",0.336044823217964,159362,3,"Lake Jesse","KS","United States Virgin Islands",0,1,"Low"
54,"Female","Bachelor's","Divorced",54560,760,30826,"Auto","Employed",11,"Poor",0.568217247796323,21537,2,"Kennethberg","MP","Iceland",2,2,"Low"
19,"Female","Master's","Divorced",115381,727,40970,"Auto","Self-employed",14,"Good",0.451811592453071,291530,1,"Hunterside","SC","Namibia",0,0,"Low"
40,"Non-binary","High School","Single",75122,699,33345,"Business","Employed",16,"Good",0.321867161573645,159362,4,"Pollardborough","WV","South Georgia and the South Sandwich Islands",0,0,"Medium"
43,"Male","Master's","Divorced",81683,693,10316,"Home","Employed",2,"Good",0.351319135495249,28304,3,"Dyerfort","MS","Holy See (Vatican City State)",0,0,"Low"
67,"Male","Bachelor's","Single",104661,771,8751,"Personal","Employed",7,"Good",0.508536075648228,100251,0,"East Matthewtown","ME","Western Sahara",2,1,"Medium"
51,"Non-binary","Master's","Widowed",72299,676,37088,"Auto","Unemployed",3,"Fair",0.546674527481182,163332,2,"Kennethshire","HI","Anguilla",2,2,"Medium"
34,"Non-binary","Master's","Married",78630,695,48757,"Personal","Self-employed",12,"Fair",0.430250038384878,159362,2,"New Jason","NJ","Malawi",1,1,"Low"
19,"Male","Master's","Widowed",106009,681,22351,"Business","Self-employed",2,"Excellent",0.58721005289489,162947,2,"North Daniel","AZ","Vietnam",4,0,"Low"
25,"Non-binary","Master's","Single",37330,797,28892,"Personal","Unemployed",11,"Excellent",0.451142759611762,247877,3,"Keithberg","IL","Iraq",2,1,"Medium"
59,"Non-binary","Bachelor's","Single",69773,688,25432,"Business","Unemployed",15,"Good",0.540746534097605,275015,4,"Rileyfurt","MS","Luxembourg",4,0,"Medium"
32,"Female","PhD","Single",99688,732,12429,"Home","Unemployed",8,"Poor",0.430234003173462,267072,0,"Port Sarahton","MI","North Macedonia",3,2,"Medium"
44,"Female","Master's","Single",69773,791,30191,"Home","Unemployed",13,"Good",0.174938787228433,263286,3,"Jacksonberg","UT","Slovakia (Slovak Republic)",4,1,"Low"
28,"Male","High School","Single",69773,690,29992,"Home","Self-employed",3,"Poor",0.112988652066432,159362,1,"New Jasminefort","AL","Bouvet Island (Bouvetoya)",1,2,"Low"
60,"Male","PhD","Married",114018,636,28620,"Business","Employed",1,"Excellent",0.261044261799864,38980,3,"West Kaylee","CO","Liberia",1,1,"Medium"
43,"Female","PhD","Divorced",88309,724,7848,"Auto","Self-employed",10,"Excellent",0.253430490763984,103243,4,"Fergusonchester","DC","Germany",2,2,"Low"
51,"Non-binary","High School","Divorced",62262,606,6667,"Personal","Unemployed",4,"Good",0.545189542343374,268305,2,"New Paulside","TN","Qatar",1,1,"Low"
60,"Female","High School","Widowed",35070,642,27544,"Personal","Self-employed",6,"Good",0.561000551552744,294768,2,"South Matthew","DE","El Salvador",2,2,"Medium"
35,"Female","PhD","Single",39629,622,9537,"Home","Unemployed",2,"Fair",0.524358189045952,48636,1,"Desireeville","DC","Sao Tome and Principe",4,0,"Low"
69,"Non-binary","Bachelor's","Single",98672,792,5228,"Home","Self-employed",1,"Good",0.484613571639977,159362,1,"Ashleyshire","DE","Japan",2,1,"Low"
59,"Male","High School","Divorced",83094,699,27544,"Home","Unemployed",6,"Excellent",0.185278818955888,268737,1,"New Melissa","SD","Burkina Faso",2,2,"Low"
42,"Female","High School","Widowed",35203,726,34541,"Auto","Unemployed",5,"Poor",0.556476416335034,252977,0,"East Morgan","MH","Saint Martin",2,1,"Medium"
29,"Male","Master's","Single",67940,618,31030,"Home","Unemployed",12,"Poor",0.383985345433954,159362,1,"Darlenehaven","CA","Panama",2,0,"Low"
38,"Male","PhD","Divorced",69773,697,5209,"Personal","Employed",15,"Poor",0.446923386605963,159362,2,"Port Brittany","WI","Canada",1,1,"Low"
66,"Female","High School","Single",61291,639,7908,"Personal","Unemployed",12,"Poor",0.168999693430851,33810,1,"Port David","WA","Mayotte",3,2,"Low"
27,"Female","Bachelor's","Widowed",42327,655,27544,"Business","Employed",0,"Excellent",0.437615532044438,90257,3,"North Nicholasmouth","VI","Dominica",0,0,"Medium"
43,"Male","PhD","Married",100562,785,27544,"Home","Self-employed",14,"Poor",0.193412715866413,155884,4,"New Yvonne","AS","Taiwan",2,0,"Low"
46,"Female","Master's","Married",34284,775,26340,"Personal","Self-employed",14,"Fair",0.400353990693599,64156,4,"New Melissamouth","NV","Wallis and Futuna",0,2,"Medium"
33,"Male","Master's","Married",115066,799,31359,"Home","Self-employed",5,"Excellent",0.228569152690342,142354,2,"North Brianbury","OK","Mexico",4,1,"Low"
43,"Male","PhD","Divorced",26441,699,49939,"Home","Unemployed",1,"Excellent",0.415477427505298,169702,0,"South Jeffreyshire","MI","Tanzania",0,2,"Low"
28,"Non-binary","Bachelor's","Divorced",98311,689,34763,"Business","Employed",8,"Excellent",0.38866546116222,216062,0,"West Deanna","TN","India",3,2,"Low"
67,"Male","Bachelor's","Widowed",63148,660,16704,"Auto","Self-employed",0,"Fair",0.334344620876789,40643,0,"Kimberlychester","TX","Tajikistan",4,2,"Low"
27,"Non-binary","PhD","Married",114436,775,39216,"Business","Employed",7,"Excellent",0.102012991803369,158498,2,"Torresbury","FL","South Georgia and the South Sandwich Islands",2,1,"Low"
28,"Male","Bachelor's","Single",94693,718,20928,"Business","Unemployed",5,"Fair",0.323849811486559,257028,2,"Josephstad","MP","Georgia",4,2,"Low"
68,"Non-binary","High School","Widowed",117284,716,44218,"Business","Self-employed",19,"Excellent",0.307246406951469,159362,0,"Emilyview","GA","Samoa",2,0,"High"
48,"Non-binary","High School","Married",69773,694,9370,"Personal","Employed",8,"Poor",0.356450659835436,159362,1,"Haynesview","NE","Hong Kong",2,0,"Medium"
20,"Female","PhD","Married",102245,686,33967,"Business","Unemployed",4,"Fair",0.192680772481368,116854,2,"New Frank","CA","Rwanda",2,2,"Medium"
27,"Male","High School","Single",88173,746,14800,"Personal","Self-employed",8,"Fair",0.538712245581661,289092,0,"South Susanfurt","KY","Congo",1,1,"Low"
34,"Non-binary","High School","Married",70807,745,39572,"Business","Employed",18,"Good",0.43397527425466,130451,3,"South Audrey","MP","Saint Lucia",4,0,"Low"
66,"Non-binary","Bachelor's","Single",22944,668,44767,"Auto","Employed",7,"Excellent",0.448401897759956,31159,0,"Kevinbury","TX","Belgium",2,2,"Medium"
53,"Male","PhD","Married",29475,725,27544,"Home","Employed",6,"Poor",0.112003281103918,189327,4,"Jamesborough","OH","Iran",0,0,"Low"
51,"Male","Bachelor's","Widowed",102141,636,27544,"Business","Unemployed",5,"Good",0.493768432418578,161711,4,"Williamsmouth","DC","Saint Pierre and Miquelon",2,0,"Medium"
